VM name,status,Date Created,OS,memGB,diskGB,IP,vApp name,vApp status,Application,Application Owner,Owner Email,OrgVDC,Organization,VM description,vApp description
TEST2-CP-DB,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),8,261,10.127.239.3,TEST2 - Changepoint DB,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
Test2-cp-fab,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),4,160,10.127.234.8,Test2-Changepoint application,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
test-bind,PoweredOn,,CentOS 4/5/6/7 (64-bit),4,43,10.127.242.146,test-bind,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
Test-cp-app,PoweredOn,,Microsoft Windows Server 2008 (64-bit),4,150,10.127.234.23,Test - Changepoint application,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
Test-cp-db,PoweredOn,,Microsoft Windows Server 2008 (64-bit),8,740,10.127.239.5,Test - Changepoint DB,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
Test-cp-fab,PoweredOn,,Microsoft Windows Server 2008 (64-bit),4,170,10.127.234.24,Test - Changepoint application,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
test-hyperic-01,PoweredOn,,CentOS 4/5/6/7 (64-bit),4,43,10.127.242.147,test-hyperic,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
test-hyperic-02,PoweredOff,,CentOS 4/5/6/7 (64-bit),4,43,10.127.242.148,test-hyperic,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
testing123,PoweredOff,,CentOS 4/5/6/7 (64-bit),0.5,7,,EBS,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
testing-disktype,PoweredOff,,CentOS 4/5/6/7 (64-bit),0.5,7,,Aloha,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
test-lab-san1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,10.127.242.107,test-lab,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
test-me-2,PoweredOn,,CentOS 4/5/6/7 (64-bit),0.5,5,10.127.240.37,vApp_adm.jsingh_1,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
tpa-non-prod-sc9-c1,PoweredOff,,CentOS 4/5/6/7 (64-bit),4,35,10.127.241.202,AAA Program,PoweredOff,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"","HZ#1676686"
Trillium-dev-a1,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),8,80,10.127.234.228,Trillium-dev-a1,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
troux-dev,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,92,10.127.240.55,TROUX-DEV,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
troux-dev-app,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,135,10.127.242.43,TROUX-BOST,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"HZ# 1429725",""
troux-dev-db,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),12,91,10.127.242.44,TROUX-BOST,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
troux-test-app,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,135,10.127.242.32,TROUX-BOST,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"HZ# 1429725",""
uat-itbm-app,PoweredOn,,Other 2.6.x Linux (64-bit),4,54,10.127.242.60,Digital _Fuel_Servers,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
uat-itbm-db,PoweredOn,,Other Linux (64-bit),8,348,10.127.242.61,Digital _Fuel_Servers,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
UCM_DB_11G,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,59,10.127.242.35,appd-BASE_DBA_UCMDB-3.0.0-smogallapu-2996-224dfb35-8bc3-45b6-afb9-863d9ae07837,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
uicomp-dev-mysql,PoweredOn,,CentOS 4/5/6/7 (64-bit),4,168,10.127.242.133,UI_Components-V1,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
uicomp-dev-mysql-patch,PoweredOff,,CentOS 4/5/6/7 (64-bit),4,168,10.127.242.145,UI_Components-V1,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
ui-components,PoweredOn,,CentOS 4/5/6/7 (64-bit),4,63,10.127.243.50,UI_Components-V1,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
US-TAMTRACK-01,Suspended,,Microsoft Windows Server 2008 (64-bit),4,50,10.127.234.49,US-TAMTRACK-01,Suspended,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
vApp_kponugoti_144,PoweredOff,,Microsoft Windows Server 2012 (64-bit),4,60,10.127.234.229,vApp_kponugoti_144,PoweredOff,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
vault-dev-a1,PoweredOn,,Other Linux (64-bit),8,457,10.127.241.93,vApp_vault,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
vault-dev-s1,PoweredOn,,Other Linux (64-bit),4,51,10.127.241.94,vApp_vault,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
vault-dev-w1,PoweredOn,,Other Linux (64-bit),4,75,10.127.241.95,vApp_vault,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
vault-qa-a1,PoweredOn,,Other Linux (64-bit),8,601,10.127.241.102,vApp_vault,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
vault-qa-s1,PoweredOn,,Other Linux (64-bit),4,51,10.127.241.97,vApp_vault,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
vault-qa-w1,PoweredOn,,Other Linux (64-bit),4,113,10.127.241.98,vApp_vault,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
vc3-linux-admin,PoweredOn,,CentOS 4/5/6/7 (64-bit),4,43,10.127.240.227,VC3,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
vc3-poc-a1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,208,10.127.240.67,vc3-poc,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
vc3-poc-a2,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,208,10.127.240.68,vc3-poc,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
vc3-poc-a3,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,208,10.127.240.69,vc3-poc,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
vc3-poc-d1,PoweredOn,,Oracle Linux 4/5/6/7 (64-bit),8,208,10.127.240.70,vc3-poc,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
vc3-test-bcp-1,PoweredOn,,Microsoft Windows Server 2012 (64-bit),4,80,10.127.239.121,vc3-Test-bcp-1,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"HZ#1692461
Owner: Chandrasekar malladi and Rohin duggal","HZ# 1692461"
vCCNode-2.5.0.0-1182928,PoweredOn,,SUSE Linux Enterprise 11 (64-bit),2,110,10.127.240.25,vCC node25,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"vCloud Connector allows users to see VMs, vApps and templates across hybrid clouds, perform basic operations on those resources and copy resources between clouds using either vSphere Client or a browser.",""
vCO-dev,PoweredOn,,SUSE Linux Enterprise 11 (64-bit),16,64,10.127.242.25,vCOps,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"Automate tasks for VMware vSphere and enable orchestration between multiple solutions. VMware vCenter Orchestrator allows administrators to capture their best practices and turn them into automated workflows.",""
vCOPS-DEV-MNT1,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),16,600,10.127.234.178,vCOPS,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
VF-View-VC1,PoweredOn,,Microsoft Windows Server 2012 (64-bit),4,80,10.127.239.151,VF-VIEW-VC1,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"View VC for Testing"," This is a Test VM built for VIEW TEAM. 
Used for Dev. 
Ticket: INC0103624"
vishesh-w2k8,PoweredOn,,Microsoft Windows Server 2008 (64-bit),2,20,10.127.234.102,vishesh-w2k8,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
VM1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,40,10.127.240.133,Network Test vApp,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"","Created by svanbentum@vmware.com to test transfer speed. "
VM2,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,40,10.127.240.139,Network Test vApp,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"","Created by svanbentum@vmware.com to test transfer speed. "
VMS-DEV-APP-1,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),4,200,10.127.234.96,VMS-DEV-APP-1,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
VMS-DEV-SQL-1,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),4,200,10.127.239.106,VMS-DEV-SQL-1,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
VMware vCenter Orchestrator Appliance,PoweredOff,,SUSE Linux Enterprise 11 (64-bit),3,12,,appd-BASE_DB_MYSQL_5612-1.0.0-rpothukuchi-2144-7a369ae9-d4b3-4258-943a-32112c4901d2,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"Automate tasks for VMware vSphere and enable orchestration between multiple solutions. VMware vCenter Orchestrator allows administrators to capture their best practices and turn them into automated workflows.",""
VMWorld_App_1.0_0_,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,10.127.240.22,appd-NSDLC_PORTALS_VMWorld-1.0.0-cgajula-1782-814e19eb-6311-4917-8f41-c8596ceac8f7,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
VMWorld_App_1.0_0_,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,10.127.240.24,appd-NSDLC_PORTALS_VMWorld-1.0.0-cgajula-1785-add5f893-9e25-4121-b005-9dabfdc26341,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
VMWorld_App_1.0_1_,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,10.127.240.23,appd-NSDLC_PORTALS_VMWorld-1.0.0-cgajula-1785-add5f893-9e25-4121-b005-9dabfdc26341,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
VMWorld_DB_1.0,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,63,10.127.240.26,appd-NSDLC_WEB_VMWORLD-1.0.0-jwang-1796-4943867d-215a-446d-8990-19027ceb1623,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
VMWorld_DB_1.0,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,63,10.127.240.27,appd-NSDLC_WEB_VMWORLD-1.0.0-jwang-1798-007a308d-5c1c-4399-86ce-f574fefd5d89,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
vmworld-dev-jive-1,PoweredOn,,Red Hat Enterprise Linux 4 (32-bit),2.44140625,24,10.127.241.66,vmworld-dev-jive-1,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"Dev instance of VMworld, cloned from jivedev-nielson-1. 64bit CENTOS system.",""
volmet-dev-etl1,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),128,1100,10.127.234.106,Volometrix,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
volmet-dev-etl2,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),64,1100,10.127.234.105,Volometrix,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
volmet-dev-mgo1,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),128,1100,10.127.234.104,Volometrix,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
volmet-dev-mgo2,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),128,1100,10.127.234.69,Volometrix,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
volmet-dev-web1,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),128,100,10.127.234.55,Volometrix,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
volmet-dev-web2,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),128,100,10.127.234.107,Volometrix,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
VROP-DEV-APP-1,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),4,60,10.127.234.238,test-vrops-1,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"","test-vrops-1"
vrops601-nonprod-01,PoweredOn,,SUSE Linux Enterprise 11 (64-bit),16,266,10.127.242.241,vrops-nonprod,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"vRealize Operations Manager Appliance

Version 6.0.1 running on SLES 11 SP3",""
wdc-cv-mgr-1,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),8,150,10.127.234.161,wdc-cv-mgr-1&mgr-2,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"TASK0113096 - manjunth Murthy",""
wdc-cv-mgr-2,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),8,150,10.127.234.162,wdc-cv-mgr-1&mgr-2,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"TASK0113096 - manjunth Murthy",""
wdcsa-view-cs01,PoweredOff,,Microsoft Windows Server 2008 (64-bit),12,40,10.127.234.70,wdcsa-view-cs01,PoweredOff,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
wdcsa-view-cs02,PoweredOn,,Microsoft Windows Server 2008 (64-bit),12,40,10.127.234.72,wdcsa-view-cs02,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
wdcsa-view-db,PoweredOff,,Microsoft Windows Server 2008 (64-bit),12,160,10.127.239.58,wdcsa-view-db,PoweredOff,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
wdcsa-view-vc,PoweredOn,,Microsoft Windows Server 2008 (64-bit),12,40,10.127.234.73,wdcsa-view-vc,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
wdcsa-view-vum,PoweredOff,,Microsoft Windows Server 2008 (64-bit),4,40,10.127.234.71,wdcsa-view-vum,PoweredOff,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
wdc-splunk-dev-1,PoweredOn,,Other Linux (64-bit),1,15,10.127.241.61,wdc-splunk,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
wdc-vro-1,PoweredOn,,SUSE Linux Enterprise 11 (64-bit),3,12,10.127.242.168,vro-1,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"Automate tasks for VMware vSphere and enable orchestration between multiple solutions. VMware vRealize Orchestrator allows administrators to capture their best practices and turn them into automated workflows.",""
webapp-dev11-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,10.127.242.80,Webapp-dev11,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"","HN#TASK0077916"
webapp-dev13-1,PoweredOff,,CentOS 4/5/6/7 (64-bit),2,43,,vApp_usollapura_3,PoweredOff,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-dev13-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,10.127.242.88,Webapp-dev11,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"","HN#TASK0077916"
webapp-dev13-mysql-1,PoweredOn,,Other Linux (64-bit),4,132,10.127.242.89,Webapp-Dev15,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-dev14-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,10.127.242.178,webapp-inst14,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-dev15-mysql-1,PoweredOn,,Other Linux (64-bit),4,132,10.127.241.250,Webapp-Dev15,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-dev15-mysql-1-clone,PoweredOn,,Other Linux (64-bit),4,132,10.127.241.250,test-webapps,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-dev16-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,10.127.242.176,webapp-dev16,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-test11-1,PoweredOn,,Other Linux (64-bit),2,8,10.127.242.69,Webapp-Dev15,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-test11-mysql-1,PoweredOn,,Other Linux (64-bit),4,132,10.127.242.70,Webapp-Dev15,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-test12-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,10.127.242.134,Webapp-dev11,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"Application:DSCA
Application owner:IT Custom Web Dev Team (Toby/Wayne)
Project:Tealium
Supported by:IT Custom Web Dev
VMowner: Toby Leung
Tkt: TKT0458306","HN#TASK0077916"
webapp-test13-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,10.127.241.119,Webapp-dev11,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"","HN#TASK0077916"
webapp-test13-1-lt,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,,test-ravi-webapp,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-test13-mysql-1,PoweredOn,,Other Linux (64-bit),4,132,10.127.242.21,Webapp-test13,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-test14-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,10.127.242.179,webapp-inst14,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-test15-mysql-1,PoweredOn,,Other Linux (64-bit),4,132,10.127.242.4,Webapp-Dev15,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-uat-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,10.127.240.118,Webapp-Dev15,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-uat-1,PoweredOff,,Other Linux (64-bit),2,8,,webapp-tmpl,PoweredOff,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-uat-1-clone,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,43,,webapp-uat-sugama,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-uat-1-old,PoweredOff,,Other Linux (64-bit),2,8,,Webapp-Dev15,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-uat-mysql-1,PoweredOn,,Other Linux (64-bit),4,132,10.127.240.117,Webapp-Dev15,ChildrenWithDifferentStatus,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-uat-mysql-1,PoweredOff,,Other Linux (64-bit),4,132,,webapp-mysql-tmpl,PoweredOff,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webapp-uat-mysql-1-clone,PoweredOn,,Other Linux (64-bit),4,132,,mysql-uat,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
webdev-dev-app1,PoweredOn,,CentOS 4/5/6/7 (64-bit),2,17,10.127.241.59,webdev-dev,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
web-dev-int-1,PoweredOn,,Other Linux (64-bit),2,9,10.127.240.95,rsap,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
web-dev-int-corp-1,PoweredOn,,Other Linux (64-bit),2,7,10.127.240.96,rsap,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webdev-qai-app1,PoweredOn,,CentOS 4/5/6/7 (64-bit),4,22,10.127.241.60,webdev-qai,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
web-dev-uipatterns-1,PoweredOn,,CentOS 4/5/6/7 (64-bit),4,113,10.127.240.88,CA UI Patterns,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"","Uipatterns servers"
web-dev-uipatterns-1-clone,PoweredOff,,CentOS 4/5/6/7 (64-bit),4,113,,test-ritesh,PoweredOff,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
web-dev-uipatterns-2,PoweredOn,,CentOS 4/5/6/7 (64-bit),4,113,10.127.240.89,CA UI Patterns,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"","Uipatterns servers"
web-dev-wiki-1,PoweredOn,,Red Hat Enterprise Linux 5 (64-bit),1,32,10.127.241.153,vApp_WIKI,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
web-maint-1,PoweredOn,,Red Hat Enterprise Linux 4 (32-bit),4,125,10.127.241.71,web-maint,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
web-maint-2,PoweredOn,,Red Hat Enterprise Linux 4 (32-bit),4,125,10.127.241.72,web-maint,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webmysql-dev-2,PoweredOn,,Other Linux (64-bit),1,18,10.127.242.78,lmpimage,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
web-stage-int-corp-a1,PoweredOff,,Other Linux (64-bit),2,7,,RSA_VM,PoweredOff,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"",""
webteam-dev-wiki,PoweredOn,,CentOS 4/5/6/7 (64-bit),4,113,10.127.242.137,vApp_WIKI,PoweredOn,,,,CorpIT-NonSDLC-PAYG1-ovDC,corpit-nonsdlc,"Project Name : Webteam wiki upgrade on Docker
Application Owner : Toby Leung
HN Ticket : TASK0113751
Built on : 2/17/2015",""
wellness-dev-1,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),16,80,10.127.234.240,wellness-dev-1,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"wellness-dev-1 - Windows 2008",""
WIN2K12R2-Template-Small,PoweredOff,,Microsoft Windows Server 2012 (64-bit),4,60,10.127.234.155,WIN2K12R2-Template-Small,PoweredOff,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
Win2k3_SP2_32bit-Template,PoweredOn,,Microsoft Windows Server 2003 (32-bit),0.5,6,,Test-Srini-4thOct,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"Updated on 11/08/2010 with McAfee 8.7 patch4",""
win2k3-tools,PoweredOn,,Microsoft Windows Server 2003 (64-bit),4,40,10.127.234.74,win2k3-tools,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
win2k3-tools-1,PoweredOn,,Microsoft Windows Server 2003 (64-bit),4,30,10.127.234.75,win2k3-tools-1,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
win2k3-tools-2,PoweredOn,,Microsoft Windows Server 2003 (64-bit),4,30,10.127.234.76,win2k3-tools-2,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
win2k3-tools-3,PoweredOn,,Microsoft Windows Server 2003 (64-bit),4,30,10.127.234.77,win2k3-tools-3,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
win2k3-tools-4,PoweredOn,,Microsoft Windows Server 2003 (64-bit),4,30,10.127.234.78,win2k3-tools-4,PoweredOn,,,,CorpIT-NonSDLC-Windows-PAYG1,corpit-nonsdlc,"",""
Win2K8_R2_Enterprise,PoweredOff,,Microsoft Windows Server 2008 (64-bit),2,93,10.127.239.104,MSSQL_2008R2-small,PoweredOff,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
Win2K8_R2_Enterprise_with_SQL_1.0,PoweredOn,,Microsoft Windows Server 2008 R2 (64-bit),2,145,10.127.239.79,appd-BASE_DBA_MSSQL_2008R2-1.0.0-tanandhan-3868-23fa4137-d3a7-4f44-8905-fb32ac79290a,PoweredOn,,,,CorpIT-NonSDLC-MSSQL-PAYG1,corpit-nonsdlc,"",""
