"timestamp","vmhost","pnic","speed","macaddress","peerdeviceid","peeripaddress","peerportid","observed","vlan"
"2011-11-21 02:51:21","view-vmg2-1.vmware.com","vmnic7","1000","00:1f:29:6d:0e:13","sc9-j12-hp3020-sw4","10.113.88.20","GigabitEthernet0/9"," ",
"2011-11-21 02:51:21","view-vmg2-2.vmware.com","vmnic0","1000","68:b5:99:73:4f:ca","sc9-j12-hp3020-sw1","10.113.88.17","GigabitEthernet0/10"," ",
"2011-11-21 02:51:21","view-vmg2-2.vmware.com","vmnic1","1000","68:b5:99:73:4f:ce","sc9-j12-hp3020-sw2","10.113.88.18","GigabitEthernet0/10","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-2.vmware.com","vmnic2","1000","68:b5:99:73:4f:d2","sc9-j12-hp3020-sw1","10.113.88.17","GigabitEthernet0/2","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-2.vmware.com","vmnic3","1000","68:b5:99:73:4f:d6","sc9-j12-hp3020-sw2","10.113.88.18","GigabitEthernet0/2","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-2.vmware.com","vmnic4","1000","00:1f:29:6d:b7:68","sc9-j12-hp3020-sw3","10.113.88.19","GigabitEthernet0/2"," ",
"2011-11-21 02:51:21","view-vmg2-2.vmware.com","vmnic5","1000","00:1f:29:6d:b7:69","sc9-j12-hp3020-sw4","10.113.88.20","GigabitEthernet0/2","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-2.vmware.com","vmnic6","1000","00:1f:29:6d:b7:6a","sc9-j12-hp3020-sw3","10.113.88.19","GigabitEthernet0/10"," ",
"2011-11-21 02:51:21","view-vmg2-2.vmware.com","vmnic7","1000","00:1f:29:6d:b7:6b","sc9-j12-hp3020-sw4","10.113.88.20","GigabitEthernet0/10"," ",
"2011-11-21 02:51:21","view-vmg2-3.vmware.com","vmnic0","1000","68:b5:99:73:1f:34","sc9-j12-hp3020-sw1","10.113.88.17","GigabitEthernet0/11"," ",
"2011-11-21 02:51:21","view-vmg2-3.vmware.com","vmnic1","1000","68:b5:99:73:1f:38","sc9-j12-hp3020-sw2","10.113.88.18","GigabitEthernet0/11","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-3.vmware.com","vmnic2","1000","68:b5:99:73:1f:3c","sc9-j12-hp3020-sw1","10.113.88.17","GigabitEthernet0/3","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-3.vmware.com","vmnic3","1000","68:b5:99:73:1f:40","sc9-j12-hp3020-sw2","10.113.88.18","GigabitEthernet0/3","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-3.vmware.com","vmnic4","1000","00:1c:c4:45:ab:b0","sc9-j12-hp3020-sw3","10.113.88.19","GigabitEthernet0/3"," ",
"2011-11-21 02:51:21","view-vmg2-4.vmware.com","vmnic0","1000","3c:4a:92:6d:29:3c","sc9-j12-hp3020-sw1","10.113.88.17","GigabitEthernet0/12"," ",
"2011-11-21 02:51:21","view-vmg2-4.vmware.com","vmnic1","1000","3c:4a:92:6d:29:40","sc9-j12-hp3020-sw2","10.113.88.18","GigabitEthernet0/12","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-4.vmware.com","vmnic2","1000","3c:4a:92:6d:29:44","sc9-j12-hp3020-sw1","10.113.88.17","GigabitEthernet0/4","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-4.vmware.com","vmnic3","1000","3c:4a:92:6d:29:48","sc9-j12-hp3020-sw2","10.113.88.18","GigabitEthernet0/4","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-4.vmware.com","vmnic4","1000","00:1c:c4:45:bb:dc","sc9-j12-hp3020-sw3","10.113.88.19","GigabitEthernet0/4"," ",
"2011-11-21 02:51:21","view-vmg2-4.vmware.com","vmnic5","1000","00:1c:c4:45:bb:de","sc9-j12-hp3020-sw4","10.113.88.20","GigabitEthernet0/4","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-5.vmware.com","vmnic0","1000","3c:4a:92:6d:2a:26","sc9-j12-hp3020-sw1","10.113.88.17","GigabitEthernet0/13"," ",
"2011-11-21 02:51:21","view-vmg2-5.vmware.com","vmnic1","1000","3c:4a:92:6d:2a:2a","sc9-j12-hp3020-sw2","10.113.88.18","GigabitEthernet0/13","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-5.vmware.com","vmnic2","1000","3c:4a:92:6d:2a:2e","sc9-j12-hp3020-sw1","10.113.88.17","GigabitEthernet0/5","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-5.vmware.com","vmnic3","1000","3c:4a:92:6d:2a:32","sc9-j12-hp3020-sw2","10.113.88.18","GigabitEthernet0/5","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-5.vmware.com","vmnic4","1000","00:21:5a:4f:e3:9c","sc9-j12-hp3020-sw3","10.113.88.19","GigabitEthernet0/5"," ",
"2011-11-21 02:51:21","view-vmg2-5.vmware.com","vmnic5","1000","00:21:5a:4f:e3:9d","sc9-j12-hp3020-sw4","10.113.88.20","GigabitEthernet0/5","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-5.vmware.com","vmnic6","1000","00:21:5a:4f:e3:9e","sc9-j12-hp3020-sw3","10.113.88.19","GigabitEthernet0/13"," ",
"2011-11-21 02:51:21","view-vmg2-5.vmware.com","vmnic7","1000","00:21:5a:4f:e3:9f","sc9-j12-hp3020-sw4","10.113.88.20","GigabitEthernet0/13"," ",
"2011-11-21 02:51:21","view-vmg2-6.vmware.com","vmnic0","1000","3c:4a:92:6d:20:96","sc9-j10-hp3020-sw1.vmwarem.com","10.113.88.27","GigabitEthernet0/15"," ",
"2011-11-21 02:51:21","view-vmg2-6.vmware.com","vmnic1","1000","3c:4a:92:6d:20:9a","sc9-j10-hp3020-sw2.vmwarem.com","10.113.88.28","GigabitEthernet0/15","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-6.vmware.com","vmnic2","1000","3c:4a:92:6d:20:9e","sc9-j10-hp3020-sw1.vmwarem.com","10.113.88.27","GigabitEthernet0/7","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-6.vmware.com","vmnic3","1000","3c:4a:92:6d:20:a2","sc9-j10-hp3020-sw2.vmwarem.com","10.113.88.28","GigabitEthernet0/7","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-6.vmware.com","vmnic4","1000","00:1c:c4:45:ab:40","sc9-j10-hp3020-sw3.vmwarem.com","10.113.88.29","GigabitEthernet0/7"," ",
"2011-11-21 02:51:21","view-vmg2-6.vmware.com","vmnic5","1000","00:1c:c4:45:ab:42","sc9-j10-hp3020-sw4.vmware.com","10.113.88.30","GigabitEthernet0/7","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-8.vmware.com","vmnic0","1000","3c:4a:92:6d:22:34","sc9-j10-hp3020-sw1.vmwarem.com","10.113.88.27","GigabitEthernet0/10"," ",
"2011-11-21 02:51:21","view-vmg2-8.vmware.com","vmnic1","1000","3c:4a:92:6d:22:38","sc9-j10-hp3020-sw2.vmwarem.com","10.113.88.28","GigabitEthernet0/10","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-8.vmware.com","vmnic2","1000","3c:4a:92:6d:22:3c","sc9-j10-hp3020-sw1.vmwarem.com","10.113.88.27","GigabitEthernet0/2","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-8.vmware.com","vmnic3","1000","3c:4a:92:6d:22:40","sc9-j10-hp3020-sw2.vmwarem.com","10.113.88.28","GigabitEthernet0/2","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-8.vmware.com","vmnic4","1000","00:1c:c4:45:bb:40","sc9-j10-hp3020-sw3.vmwarem.com","10.113.88.29","GigabitEthernet0/2"," ",
"2011-11-21 02:51:21","view-vmg2-8.vmware.com","vmnic5","1000","00:1c:c4:45:bb:42","sc9-j10-hp3020-sw4.vmware.com","10.113.88.30","GigabitEthernet0/2","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-7.vmware.com","vmnic0","1000","3c:4a:92:6d:27:0e","sc9-j10-hp3020-sw1.vmwarem.com","10.113.88.27","GigabitEthernet0/14"," ",
"2011-11-21 02:51:21","view-vmg2-7.vmware.com","vmnic1","1000","3c:4a:92:6d:27:12","sc9-j10-hp3020-sw2.vmwarem.com","10.113.88.28","GigabitEthernet0/14","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-7.vmware.com","vmnic2","1000","3c:4a:92:6d:27:16","sc9-j10-hp3020-sw1.vmwarem.com","10.113.88.27","GigabitEthernet0/6","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-7.vmware.com","vmnic3","1000","3c:4a:92:6d:27:1a","sc9-j10-hp3020-sw2.vmwarem.com","10.113.88.28","GigabitEthernet0/6","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg2-7.vmware.com","vmnic4","1000","00:1c:c4:45:7b:28","sc9-j10-hp3020-sw3.vmwarem.com","10.113.88.29","GigabitEthernet0/6"," ",
"2011-11-21 02:51:21","view-vmg2-7.vmware.com","vmnic5","1000","00:1c:c4:45:7b:2a","sc9-j10-hp3020-sw4.vmware.com","10.113.88.30","GigabitEthernet0/6","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-5.vmware.com","vmnic0","1000","d4:85:64:6a:20:f6","sc9-j10-hp3020-sw1.vmwarem.com","10.113.88.27","GigabitEthernet0/9"," ",
"2011-11-21 02:51:21","view-vmg1-5.vmware.com","vmnic1","1000","d4:85:64:6a:20:fa","sc9-j10-hp3020-sw2.vmwarem.com","10.113.88.28","GigabitEthernet0/9","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-5.vmware.com","vmnic2","1000","d4:85:64:6a:20:fe","sc9-j10-hp3020-sw1.vmwarem.com","10.113.88.27","GigabitEthernet0/1","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-5.vmware.com","vmnic3","1000","d4:85:64:6a:21:02","sc9-j10-hp3020-sw2.vmwarem.com","10.113.88.28","GigabitEthernet0/1","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-5.vmware.com","vmnic4","1000","00:1f:29:6d:b7:00","sc9-j10-hp3020-sw3.vmwarem.com","10.113.88.29","GigabitEthernet0/1"," ",
"2011-11-21 02:51:21","view-vmg1-5.vmware.com","vmnic5","1000","00:1f:29:6d:b7:01","sc9-j10-hp3020-sw4.vmware.com","10.113.88.30","GigabitEthernet0/1","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-5.vmware.com","vmnic6","1000","00:1f:29:6d:b7:02","sc9-j10-hp3020-sw3.vmwarem.com","10.113.88.29","GigabitEthernet0/9"," ",
"2011-11-21 02:51:21","view-vmg1-5.vmware.com","vmnic7","1000","00:1f:29:6d:b7:03","sc9-j10-hp3020-sw4.vmware.com","10.113.88.30","GigabitEthernet0/9"," ",
"2011-11-21 02:51:21","view-vmg1-6.vmware.com","vmnic0","1000","d4:85:64:69:ed:48","sc9-j12-hp3020-sw1","10.113.88.17","GigabitEthernet0/14"," ",
"2011-11-21 02:51:21","view-vmg1-6.vmware.com","vmnic1","1000","d4:85:64:69:ed:4c","sc9-j12-hp3020-sw2","10.113.88.18","GigabitEthernet0/14","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-6.vmware.com","vmnic2","1000","d4:85:64:69:ed:50","sc9-j12-hp3020-sw1","10.113.88.17","GigabitEthernet0/6","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-6.vmware.com","vmnic3","1000","d4:85:64:69:ed:54","sc9-j12-hp3020-sw2","10.113.88.18","GigabitEthernet0/6","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-6.vmware.com","vmnic4","1000","00:1c:c4:45:8a:18","sc9-j12-hp3020-sw3","10.113.88.19","GigabitEthernet0/6"," ",
"2011-11-21 02:51:21","view-vmg1-6.vmware.com","vmnic5","1000","00:1c:c4:45:8a:1a","sc9-j12-hp3020-sw4","10.113.88.20","GigabitEthernet0/6","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-4.vmware.com","vmnic0","1000","d4:85:64:c9:ba:ac","sc9-j10-hp3020-sw1.vmwarem.com","10.113.88.27","GigabitEthernet0/13"," ",
"2011-11-21 02:51:21","view-vmg1-4.vmware.com","vmnic1","1000","d4:85:64:c9:ba:b0","sc9-j10-hp3020-sw2.vmwarem.com","10.113.88.28","GigabitEthernet0/13","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-4.vmware.com","vmnic2","1000","d4:85:64:c9:ba:b4","sc9-j10-hp3020-sw1.vmwarem.com","10.113.88.27","GigabitEthernet0/5","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-4.vmware.com","vmnic3","1000","d4:85:64:c9:ba:b8","sc9-j10-hp3020-sw2.vmwarem.com","10.113.88.28","GigabitEthernet0/5","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-4.vmware.com","vmnic4","1000","00:1c:c4:45:e9:7c","sc9-j10-hp3020-sw3.vmwarem.com","10.113.88.29","GigabitEthernet0/5"," ",
"2011-11-21 02:51:21","view-vmg1-4.vmware.com","vmnic5","1000","00:1c:c4:45:e9:7e","sc9-j10-hp3020-sw4.vmware.com","10.113.88.30","GigabitEthernet0/5","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-7.vmware.com","vmnic0","1000","68:b5:99:6b:fa:16","sc9-j10-hp3020-sw1.vmwarem.com","10.113.88.27","GigabitEthernet0/11"," ",
"2011-11-21 02:51:21","view-vmg1-7.vmware.com","vmnic1","1000","68:b5:99:6b:fa:1a","sc9-j10-hp3020-sw2.vmwarem.com","10.113.88.28","GigabitEthernet0/11","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-7.vmware.com","vmnic2","1000","68:b5:99:6b:fa:1e","sc9-j10-hp3020-sw1.vmwarem.com","10.113.88.27","GigabitEthernet0/3","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-7.vmware.com","vmnic3","1000","68:b5:99:6b:fa:22","sc9-j10-hp3020-sw2.vmwarem.com","10.113.88.28","GigabitEthernet0/3","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-7.vmware.com","vmnic4","1000","00:1e:0b:92:81:70","sc9-j10-hp3020-sw3.vmwarem.com","10.113.88.29","GigabitEthernet0/3"," ",
"2011-11-21 02:51:21","view-vmg1-7.vmware.com","vmnic5","1000","00:1e:0b:92:81:71","sc9-j10-hp3020-sw4.vmware.com","10.113.88.30","GigabitEthernet0/3","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-7.vmware.com","vmnic6","1000","00:1e:0b:92:81:72","sc9-j10-hp3020-sw3.vmwarem.com","10.113.88.29","GigabitEthernet0/11"," ",
"2011-11-21 02:51:21","view-vmg1-7.vmware.com","vmnic7","1000","00:1e:0b:92:81:73","sc9-j10-hp3020-sw4.vmware.com","10.113.88.30","GigabitEthernet0/11"," ",
"2011-11-21 02:51:21","view-vmg1-8.vmware.com","vmnic0","1000","68:b5:99:73:04:6a","sc9-j10-hp3020-sw1.vmwarem.com","10.113.88.27","GigabitEthernet0/12"," ",
"2011-11-21 02:51:21","view-vmg1-8.vmware.com","vmnic1","1000","68:b5:99:73:04:6e","sc9-j10-hp3020-sw2.vmwarem.com","10.113.88.28","GigabitEthernet0/12","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-8.vmware.com","vmnic2","1000","68:b5:99:73:04:72","sc9-j10-hp3020-sw1.vmwarem.com","10.113.88.27","GigabitEthernet0/4","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-8.vmware.com","vmnic3","1000","68:b5:99:73:04:76","sc9-j10-hp3020-sw2.vmwarem.com","10.113.88.28","GigabitEthernet0/4","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-8.vmware.com","vmnic4","1000","00:1c:c4:45:9a:5c","sc9-j10-hp3020-sw3.vmwarem.com","10.113.88.29","GigabitEthernet0/4"," ",
"2011-11-21 02:51:21","view-vmg1-8.vmware.com","vmnic5","1000","00:1c:c4:45:9a:5e","sc9-j10-hp3020-sw4.vmware.com","10.113.88.30","GigabitEthernet0/4","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-1.vmware.com","vmnic0","1000","d4:85:64:c9:c8:1a","sc9-j12-hp3020-sw1","10.113.88.17","GigabitEthernet0/15"," ",
"2011-11-21 02:51:21","view-vmg1-1.vmware.com","vmnic1","1000","d4:85:64:c9:c8:1e","sc9-j12-hp3020-sw2","10.113.88.18","GigabitEthernet0/15","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-1.vmware.com","vmnic2","1000","d4:85:64:c9:c8:22","sc9-j12-hp3020-sw1","10.113.88.17","GigabitEthernet0/7","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-1.vmware.com","vmnic3","1000","d4:85:64:c9:c8:26","sc9-j12-hp3020-sw2","10.113.88.18","GigabitEthernet0/7","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-1.vmware.com","vmnic4","1000","00:1e:0b:92:e6:74","sc9-j12-hp3020-sw3","10.113.88.19","GigabitEthernet0/7"," ",
"2011-11-21 02:51:21","view-vmg1-1.vmware.com","vmnic5","1000","00:1e:0b:92:e6:75","sc9-j12-hp3020-sw4","10.113.88.20","GigabitEthernet0/7","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-1.vmware.com","vmnic6","1000","00:1e:0b:92:e6:76","sc9-j12-hp3020-sw3","10.113.88.19","GigabitEthernet0/15"," ",
"2011-11-21 02:51:21","view-vmg1-1.vmware.com","vmnic7","1000","00:1e:0b:92:e6:77","sc9-j12-hp3020-sw4","10.113.88.20","GigabitEthernet0/15"," ",
"2011-11-21 02:51:21","view-vmg1-2.vmware.com","vmnic0","1000","68:b5:99:73:04:7c","sc9-j12-hp3020-sw1","10.113.88.17","GigabitEthernet0/16"," ",
"2011-11-21 02:51:21","view-vmg1-2.vmware.com","vmnic1","1000","68:b5:99:73:04:80","sc9-j12-hp3020-sw2","10.113.88.18","GigabitEthernet0/16"," ",
"2011-11-21 02:51:21","view-vmg1-2.vmware.com","vmnic2","1000","68:b5:99:73:04:84","sc9-j12-hp3020-sw1","10.113.88.17","GigabitEthernet0/8","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-2.vmware.com","vmnic3","1000","68:b5:99:73:04:88","sc9-j12-hp3020-sw2","10.113.88.18","GigabitEthernet0/8","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-2.vmware.com","vmnic4","1000","00:1f:29:6d:b7:f8","sc9-j12-hp3020-sw3","10.113.88.19","GigabitEthernet0/8"," ",
"2011-11-21 02:51:21","view-vmg1-2.vmware.com","vmnic5","1000","00:1f:29:6d:b7:f9","sc9-j12-hp3020-sw4","10.113.88.20","GigabitEthernet0/8","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-2.vmware.com","vmnic6","1000","00:1f:29:6d:b7:fa","sc9-j12-hp3020-sw3","10.113.88.19","GigabitEthernet0/16"," ",
"2011-11-21 02:51:21","view-vmg1-2.vmware.com","vmnic7","1000","00:1f:29:6d:b7:fb","sc9-j12-hp3020-sw4","10.113.88.20","GigabitEthernet0/16"," ",
"2011-11-21 02:51:21","view-vmg1-3.vmware.com","vmnic0","1000","68:b5:99:73:0b:f0","sc9-j06-hp3020-sw1.vmwarem.com","10.113.88.11","GigabitEthernet0/11"," ",
"2011-11-21 02:51:21","view-vmg1-3.vmware.com","vmnic1","1000","68:b5:99:73:0b:f4","sc9-j06-hp3020-sw2.vmwarem.com","10.113.88.12","GigabitEthernet0/11","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-3.vmware.com","vmnic2","1000","68:b5:99:73:0b:f8","sc9-j06-hp3020-sw1.vmwarem.com","10.113.88.11","GigabitEthernet0/3","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-3.vmware.com","vmnic3","1000","68:b5:99:73:0b:fc","sc9-j06-hp3020-sw2.vmwarem.com","10.113.88.12","GigabitEthernet0/3","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:51:21","view-vmg1-3.vmware.com","vmnic4","1000","00:1c:c4:45:8b:24","sc9-j06-hp3020-sw3.vmwarem.com","10.113.88.15","GigabitEthernet0/3"," ",
"2011-11-21 02:51:21","view-vmg1-3.vmware.com","vmnic5","1000","00:1c:c4:45:8b:26","sc9-j06-hp3020-sw4","10.113.88.16","GigabitEthernet0/3","10.113.128.1-10.113.159.254 ","3459 "
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic0","10000","3c:4a:92:6d:1e:56","core1-devtest.vmware.com","10.128.71.253","GigabitEthernet1/12","10.128.80.1-10.128.83.254 10.128.76.128-10.128.76.254 ","3862 3861 "
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic1","10000","3c:4a:92:6d:1e:5a","core1-devtest.vmware.com","10.128.71.253","GigabitEthernet2/8","10.128.80.1-10.128.83.254 10.128.76.128-10.128.76.254 ","3862 3861 "
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic10","5000","3c:4a:92:6d:1e:5f",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic11","5000","3c:4a:92:6d:1e:63",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic12",,"3c:4a:92:6d:1e:60",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic13",,"3c:4a:92:6d:1e:64",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic14",,"3c:4a:92:6d:1e:61",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic15",,"3c:4a:92:6d:1e:65",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic2",,"3c:4a:92:6d:1e:57",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic3",,"3c:4a:92:6d:1e:5b",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic4",,"3c:4a:92:6d:1e:58",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic5",,"3c:4a:92:6d:1e:5c",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic6",,"3c:4a:92:6d:1e:59",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic7",,"3c:4a:92:6d:1e:5d",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic8","5000","3c:4a:92:6d:1e:5e",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-1.vmware.com","vmnic9","5000","3c:4a:92:6d:1e:62",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic0","10000","68:b5:99:73:53:96","core1-devtest.vmware.com","10.128.71.253","GigabitEthernet1/12","10.128.80.1-10.128.83.254 10.128.76.128-10.128.76.254 ","3862 3861 "
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic1","10000","68:b5:99:73:53:9a","core1-devtest.vmware.com","10.128.71.253","GigabitEthernet2/8","10.128.80.1-10.128.83.254 10.128.76.128-10.128.76.254 ","3862 3861 "
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic10","5000","68:b5:99:73:53:9f",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic11","5000","68:b5:99:73:53:a3",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic12",,"68:b5:99:73:53:a0",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic13",,"68:b5:99:73:53:a4",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic14",,"68:b5:99:73:53:a1",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic15",,"68:b5:99:73:53:a5",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic2",,"68:b5:99:73:53:97",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic3",,"68:b5:99:73:53:9b",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic4",,"68:b5:99:73:53:98",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic5",,"68:b5:99:73:53:9c",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic6",,"68:b5:99:73:53:99",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic7",,"68:b5:99:73:53:9d",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic8","5000","68:b5:99:73:53:9e",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-2.vmware.com","vmnic9","5000","68:b5:99:73:53:a2",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-3.vmware.com","vmnic0","10000","68:b5:99:73:32:8a","core1-devtest.vmware.com","10.128.71.253","GigabitEthernet1/10","10.128.80.1-10.128.83.254 10.128.76.128-10.128.76.254 ","3862 3861 "
"2011-11-21 02:53:31","wdc-devtest4-3.vmware.com","vmnic1","10000","68:b5:99:73:32:8e","core1-devtest.vmware.com","10.128.71.253","GigabitEthernet2/8","10.128.80.1-10.128.83.254 10.128.76.128-10.128.76.254 ","3862 3861 "
"2011-11-21 02:53:31","wdc-devtest4-3.vmware.com","vmnic10","5000","68:b5:99:73:32:93",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-3.vmware.com","vmnic11","5000","68:b5:99:73:32:97",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-3.vmware.com","vmnic12",,"68:b5:99:73:32:94",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-3.vmware.com","vmnic13",,"68:b5:99:73:32:98",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-3.vmware.com","vmnic14",,"68:b5:99:73:32:95",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-3.vmware.com","vmnic15",,"68:b5:99:73:32:99",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-3.vmware.com","vmnic2",,"68:b5:99:73:32:8b",,,," ",
"2011-11-21 02:53:31","wdc-devtest4-3.vmware.com","vmnic3",,"68:b5:99:73:32:8f",,,," ",
